staza gastr cu mult suc gastr si bila muc cong difuz A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila mucoasa congestionat difuz congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila pliuri cardiale hipertrofiate muc intens cong cu multiple eroz,staza gastrica cu mult suc gastric si bila pliuri cardiale hipertrofiate mucoasa intens congestionat cu multiple eroziuni,N,
staza gastr cu mult suc gastr si bila prepiloric ulcer 0.5/0.5cm acoperit de fibrina,staza gastrica cu mult suc gastric si bila prepiloric ulcer 0.5/0.5cm acoperit de fibrina,N,
staza gastr cu mult suc gastr si bila reflux biliar DGE A-cong difuz tapetat de mucus impregn cu bila pancreas estopic,staza gastrica cu mult suc gastric si bila reflux biliar DGE congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila pancreas estopic,N,
staza gastr cu mult suc gastr si mucus aerat A-cong JAC-folicular,staza gastrica cu mult suc gastric si mucus aerat congestionat la nivelul antrului jonctiune antru corp folicular,N,
staza gastr cu mult suc gastr si mucus aerat A-minim folicular,staza gastrica cu mult suc gastric si mucus aerat antru minim folicular,N,
staza gastr cu mult suc gastr si mult mucus A-cong si folicular,staza gastrica cu mult suc gastric si mult mucus congestionat la nivelul antrului si folicular,N,
staza gastr cu mult suc gastr si resturi alim A-cong difuz,staza gastrica cu mult suc gastric si resturi alimentare congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr si resturi alim A-folicular,staza gastrica cu mult suc gastric si resturi alimentare folicular la nivelul antrului,N,
staza gastr cu mult suc gastr si sange digerat A+Cma-multiple eroz,staza gastrica cu mult suc gastric si sange digerat antru si curbura mare multiple eroziuni,N,
staza gastr cu mult suc gastr bila si mucus aerat A-cong difuz folicular,staza gastrica cu mult suc gastric bila si mucus aerat congestionat la nivelul antrului difuz folicular,N,
staza gastr cu mult suc gastr A cong difuz cu aspect folicular,staza gastrica cu mult suc gastric antru congestionat difuz cu aspect folicular,N,
staza gastr cu mult suc gastr A si jonct A-C accentuat folicular,staza gastrica cu mult suc gastric antru si joctiune antru corp accentuat folicular,N,
staza gastr cu mult suc gastr A-accentuat folicular,staza gastrica cu mult suc gastric accentuat folicular la nivelul antrului,N,
staza gastr cu mult suc gastr A-aspect de mozaic,staza gastrica cu mult suc gastric antru aspect de mozaic,N,
staza gastr cu mult suc gastr A-cong cu lez petesiale,staza gastrica cu mult suc gastric congestionat la nivelul antrului cu leziuni petesiale,N,
staza gastr cu mult suc gastr A-cong difuz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr A-cong difuz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr A-cong difuz cu 2-3 microeroziuni,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz cu 2 3 microeroziuni,N,
staza gastr cu mult suc gastr A-cong difuz cu multiple eroz jonct A-C folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz cu multiple eroziuni joctiune antru corp folicular,N,
staza gastr cu mult suc gastr A-cong difuz pseudopolipoid cu zone de mucus impregn cu bila,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz pseudopolipoid cu zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr A-cong difuz tapetat cu bila,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz tapetat cu bila,N,
staza gastr cu mult suc gastr A-cong difuz tapetat cu mucus aerat,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz tapetat cu mucus aerat,N,
staza gastr cu mult suc gastr A-cong difuz accentuat folicular cu cateva eroz pilor spastic,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz accentuat folicular cu cateva eroziuni pilor spastic,N,
staza gastr cu mult suc gastr A-cong difuz aspect de mozaic,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz aspect de mozaic,N,
staza gastr cu mult suc gastr A-cong difuz cateva eroz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz cateva eroziuni,N,
staza gastr cu mult suc gastr A-cong difuz folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz folicular,N,
staza gastr cu mult suc gastr A-cong difuz folicular cu multiple eroz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz folicular cu multiple eroziuni,N,
staza gastr cu mult suc gastr A-cong difuz folicular pilor cu pliuri edematiate,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz folicular pilor cu pliuri edematiate,N,
staza gastr cu mult suc gastr A-cong difuz folicular pilor spastic peripiloric eroz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz folicular pilor spastic peripiloric eroziuni,N,
staza gastr cu mult suc gastr A-cong difuz microfolicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz microfolicular,N,
staza gastr cu mult suc gastr A-cong difuz minim folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz minim folicular,N,
staza gastr cu mult suc gastr A-cong difuz multiple eroz parcelar folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz multiple eroziuni parcelar folicular,N,
staza gastr cu mult suc gastr A-cong difuz parcelar folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz parcelar folicular,N,
staza gastr cu mult suc gastr A-cong difuz tapet cu mucus aerat,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz tapet cu mucus aerat,N,
staza gastr cu mult suc gastr A-cong difuz tapetat cu mucus aerat,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz tapetat cu mucus aerat,N,
staza gastr cu mult suc gastr A-cong difuz tapetat cu mucus impregn cu bila si cateva eroz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz tapetat cu mucus impregnat cu bila si cateva eroziuni,N,
staza gastr cu mult suc gastr A-cong difuz accentuat folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz accentuat folicular,N,
staza gastr cu mult suc gastr A-cong difuz J-folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz jonctiune folicular,N,
staza gastr cu mult suc gastr A-cong difuz JAC-minim folicular pilor spastic,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuz jonctiune antru corp minim folicular pilor spastic,N,
staza gastr cu mult suc gastr A-cong difuza,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuza,N,
staza gastr cu mult suc gastr A-cong difuza si cateva eroz,staza gastrica cu mult suc gastric congestionat la nivelul antrului difuza si cateva eroziuni,N,
staza gastr cu mult suc gastr A-cong intens folicular,staza gastrica cu mult suc gastric congestionat la nivelul antrului intens folicular,N,
staza gastr cu mult suc gastr A-discreta aspect de mozaic,staza gastrica cu mult suc gastric antru discreta aspect de mozaic,N,
staza gastr cu mult suc gastr A-folicular,staza gastrica cu mult suc gastric folicular la nivelul antrului,N,
staza gastr cu mult suc gastr A-folicular accentuat,staza gastrica cu mult suc gastric folicular la nivelul antrului accentuat,N,
staza gastr cu mult suc gastr A-folicular si parcelar depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric folicular la nivelul antrului si parcelar depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr A-folicular cong moder,staza gastrica cu mult suc gastric folicular la nivelul antrului congestionat moderata,N,
staza gastr cu mult suc gastr A-folicular de mozaic cateva lez petesiale,staza gastrica cu mult suc gastric folicular la nivelul antrului de mozaic cateva leziuni petesiale,N,
staza gastr cu mult suc gastr A-folicular jonct A-C folicular,staza gastrica cu mult suc gastric folicular la nivelul antrului joctiune antru corp folicular,N,
staza gastr cu mult suc gastr A-friabil,staza gastrica cu mult suc gastric antru friabil,N,
staza gastr cu mult suc gastr A-minim cong,staza gastrica cu mult suc gastric antru minim congestionat,N,
staza gastr cu mult suc gastr A-minim folicular,staza gastrica cu mult suc gastric antru minim folicular,N,
staza gastr cu mult suc gastr A-mozaic,staza gastrica cu mult suc gastric antru mozaic,N,
staza gastr cu mult suc gastr A-mozaic atrofic cu vasc vizibila,staza gastrica cu mult suc gastric antru mozaic atrofic cu vasc vizibila,N,
staza gastr cu mult suc gastr A-mozaic jonct A-C folicular,staza gastrica cu mult suc gastric antru mozaic joctiune antru corp folicular,N,
staza gastr cu mult suc gastr A-palid cu circul vizibila,staza gastrica cu mult suc gastric antru palid cu circul vizibila,N,
staza gastr cu mult suc gastr A+C-cong difuza,staza gastrica cu mult suc gastric antru si congestionat la nivelul corpului difuza,N,
staza gastr cu mult suc gastr A+JAC-accentuat folicular,staza gastrica cu mult suc gastric antru si jonctiune antru corp accentuat folicular,N,
staza gastr cu mult suc gastr antral congest difuz,staza gastrica cu mult suc gastric antral  congestionat difuz,N,
staza gastr cu mult suc gastr C-cong difuz cateva eroz acop cu fibrina A-mozaic,staza gastrica cu mult suc gastric congestionat la nivelul corpului difuz cateva eroziuni acoperite cu fibrina antru mozaic,N,
staza gastr cu mult suc gastr C-folicular A-accentuat folicular,staza gastrica cu mult suc gastric corp folicular accentuat folicular la nivelul antrului,N,
staza gastr cu mult suc gastr C-muc edematiat A-folicular jonct A-Ccateva ulcere ? 0.5/0.5 cm,staza gastrica cu mult suc gastric corp mucoasa edematiat folicular la nivelul antrului joctiune antru Ccateva ulcere ? 0.5/0.5 cm,N,
staza gastr cu mult suc gastr C+A-accent folicular,staza gastrica cu mult suc gastric corp si antru accent folicular,N,
staza gastr cu mult suc gastr C+A-cong intens tapetat de mucus aerat,staza gastrica cu mult suc gastric corp si congestionat la nivelul antrului intens tapetat de mucus aerat,N,
staza gastr cu mult suc gastr Cma-7-8 eroz A-cong difuz,staza gastrica cu mult suc gastric curbura mare 7 8 eroziuni congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr Cma-multiple eroz A-cong difuz cateva eroz,staza gastrica cu mult suc gastric curbura mare multiple eroziuni congestionat la nivelul antrului difuz cateva eroziuni,N,
staza gastr cu mult suc gastr muc corp edematiata A-cong difuz cu multiple eroz,staza gastrica cu mult suc gastric mucoasa corp edematiata congestionat la nivelul antrului difuz cu multiple eroziuni,N,
staza gastr cu mult suc gastr parcelar depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric parcelar depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr stomac partial volvulat A-accentuat folicular cu cateva eroziuni,staza gastrica cu mult suc gastric stomac partial volvulat accentuat folicular la nivelul antrului cu cateva eroziuni,N,
staza gastr cu mult suc gastr stomac partial volvulat A-cong accentuat folicular cu cateva lez petesiale,staza gastrica cu mult suc gastric stomac partial volvulat congestionat la nivelul antrului accentuat folicular cu cateva leziuni petesiale,N,
staza gastr cu mult suc gastr stomac partial volvulat A-folicular,staza gastrica cu mult suc gastric stomac partial volvulat folicular la nivelul antrului,N,
staza gastr cu mult suc ,staza gastrica cu mult suc ,N,
staza gastr cu multa bila,staza gastrica cu multa bila,N,
staza gastr cu multa bila (RDG) muc cong difuz tapetat de mucus impregn cu bila,staza gastrica cu multa bila (reflux duodeno gastric) mucoasa congestionat difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu multa bila ader de pereti accentuat folicular,staza gastrica cu multa bila ader de pereti accentuat folicular,N,
staza gastr cu multa bila ader de pereti muc cong F si prepiloric 2-3 hemor epit punctiforme,staza gastrica cu multa bila ader de pereti mucoasa congestionat fund si prepiloric 2 3 hemoragic epit punctiforme,N,
staza gastr cu multa bila ader muc cong,staza gastrica cu multa bila ader mucoasa congestionat,N,
staza gastr cu multa bila aderenta muc intens cong pilor larg deschis RDG,staza gastrica cu multa bila aderenta mucoasa intens congestionat pilor larg deschis reflux duodeno gastric,N,
staza gastr cu multa bila si suc gastr A-cong difuz depozite de mucus impregn cu bila ,staza gastrica cu multa bila si suc gastric congestionat la nivelul antrului difuz depozite de mucus impregnat cu bila ,N,
staza gastr cu multa bila si suc gastr C-cong difuz depozite de mucus impregn cu bila A-accentuat folicular,staza gastrica cu multa bila si suc gastric corp congestionat difuz depozite de mucus impregnat cu bila accentuat folicular la nivelul antrului,N,
staza gastr cu multa bila aderente de muc ,staza gastrica cu multa bila aderente de mucoasa ,N,
staza gastr cu multa bila C+A cong difuz depoz de mucus cu bila,staza gastrica cu multa bila corp si antru congestionat difuz depozite de mucus cu bila,N,
staza gastr cu multa bila muc cong A-mozaic,staza gastrica cu multa bila mucoasa congestionat antru mozaic,N,
staza gastr cu multa bila stomac spastic,staza gastrica cu multa bila stomac spastic,N,
staza gastr cu multa bila stomac spastic muc verzuie,staza gastrica cu multa bila stomac spastic mucoasa verzuie,N,
staza gastr cu multa bila A-cong difuz cu nr eroz,staza gastrica cu multa bila congestionat la nivelul antrului difuz cu nr eroziuni,N,
staza gastr cu multa bila A-cong difuz tapetat cu mucus impregn cu bila,staza gastrica cu multa bila congestionat la nivelul antrului difuz tapetat cu mucus impregnat cu bila,N,
staza gastr cu multa bila A-cong difuz tapetat cu mucus impregn cu bila pilor larg deschis,staza gastrica cu multa bila congestionat la nivelul antrului difuz tapetat cu mucus impregnat cu bila pilor larg deschis,N,
staza gastr cu multa bila A-cong difuz folicular si parcelar mucus impregn cu bila,staza gastrica cu multa bila congestionat la nivelul antrului difuz folicular si parcelar mucus impregnat cu bila,N,
staza gastr cu multa bila A-cong difuz mucus impregn cu bila,staza gastrica cu multa bila congestionat la nivelul antrului difuz mucus impregnat cu bila,N,
staza gastr cu multa bila A-difuz cong,staza gastrica cu multa bila antru difuz congestionat,N,
staza gastr cu multa bila A-folicular,staza gastrica cu multa bila folicular la nivelul antrului,N,
staza gastr cu multa bila A-folicular edematiat,staza gastrica cu multa bila folicular la nivelul antrului edematiat,N,
staza gastr cu multa bila A-folicular leziuni punctiforme si hemor subepit,staza gastrica cu multa bila folicular la nivelul antrului leziuni punctiforme si hemoragic subepiteliala,N,
staza gastr cu multa bila A-folicular pe fond de mozaic (zone cong alternand cu zone palide),staza gastrica cu multa bila folicular la nivelul antrului pe fond de mozaic (zone congestionat alternand cu zone palide),N,
staza gastr cu multa bila A-minim folicular,staza gastrica cu multa bila antru minim folicular,N,
staza gastr cu multa bila A-usor cong,staza gastrica cu multa bila antru usor congestionat,N,
staza gastr cu multa bila A+C-cong difuza cu zone de mucus impregn cu bila,staza gastrica cu multa bila antru si congestionat la nivelul corpului difuza cu zone de mucus impregnat cu bila,N,
staza gastr cu multa bila corp antru cong difuz impregn bila,staza gastrica cu multa bila corp antru congestionat difuz impregnat bila,N,
staza gastr cu multa bila in axul mic Cmi in reg antrala prez o eroz (posib ulcer) cu caract minim hemor inconj de fibrina,staza gastrica cu multa bila in axul mic curbura mica in reg antrala prezinta o eroziuni (posibil ulcer) cu caracter minim hemoragic inconj de fibrina,N,
staza gastr cu multa bila la niv mari curb cateva hemor subepit antral folicular tapetat cu bila,staza gastrica cu multa bila la niv mari curb cateva hemoragic subepiteliala antral folicular tapetat cu bila,N,
staza gastr cu multa bila muc accentuat folicular,staza gastrica cu multa bila mucoasa accentuat folicular,N,
staza gastr cu multa bila muc cong,staza gastrica cu multa bila mucoasa congestionat,N,
staza gastr cu multa bila muc cong difuz tapetat de mucus impregn cu bila,staza gastrica cu multa bila mucoasa congestionat difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu multa bila mucus impregn cu bila,staza gastrica cu multa bila mucus impregnat cu bila,N,
staza gastr cu multa bila volvulus gastr incomplet antru fara lez jonct antru-corp folic,staza gastrica cu multa bila volvulus gastric incomplet antru fara leziuni joctiune antru corp folicular,N,
staza gastr cu resturi alim,staza gastrica cu resturi alimentare,N,
staza gastr cu resturi alim si bila,staza gastrica cu resturi alimentare si bila,N,
staza gastr cu resturi alim impiedica exam,staza gastrica cu resturi alimentare impiedica examina,N,
staza gastr cu resturi alim A-folicular cu 2 eroz,staza gastrica cu resturi alimentare folicular la nivelul antrului cu 2 eroziuni,N,
staza gastr cu resturi alim cong difuza a muc gastr A-minim folicular,staza gastrica cu resturi alimentare congestionat difuza a mucoasa gastric antru minim folicular,N,
staza gastr cu resturi alim zona de anastomoza fara lez,staza gastrica cu resturi alimentare zona de anastomoza fara leziuni,N,
staza gastr cu suc gastr,staza gastrica cu suc gastric,N,
staza gastr cu suc gastr si alim din seara precedenta C-lez petesiale A-cong folicular,staza gastrica cu suc gastric si alimentare din seara precedenta corp leziuni petesiale congestionat la nivelul antrului folicular,N,
staza gastr cu suc gastr si bila,staza gastrica cu suc gastric si bila,N,
staza gastr cu suc gastr si bila si mult mucus,staza gastrica cu suc gastric si bila si mult mucus,N,
staza gastr cu suc gastr si bila A-accentuat folicular,staza gastrica cu suc gastric si bila accentuat folicular la nivelul antrului,N,
staza gastr cu suc gastr si bila A-accentuat mozaic,staza gastrica cu suc gastric si bila accentuat mozaic la nivelul antrului,N,
staza gastr cu suc gastr si bila A-cong difuz,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz,N,
staza gastr cu suc gastr si bila A-cong difuz impregn cu bila,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz impregnat cu bila,N,
staza gastr cu suc gastr si bila A-cong difuz si zone de mucus impregn cu bila,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz si zone de mucus impregnat cu bila,N,
staza gastr cu suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila cu 2-3 eroz,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila cu 2 3 eroziuni,N,
staza gastr cu suc gastr si bila A-cong difuz accentuat folicular,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz accentuat folicular,N,
staza gastr cu suc gastr si bila A-cong difuz folicular,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz folicular,N,
staza gastr cu suc gastr si bila A-cong difuz mica eroz prepiloric,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz mica eroziuni prepiloric,N,
staza gastr cu suc gastr si bila A-cong difuz tapeta cu mucus impregn cu bila,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz tapeta cu mucus impregnat cu bila,N,
staza gastr cu suc gastr si bila A-cong difuz tapeta cu mucus impregn cu bila cu cateva eroz,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz tapeta cu mucus impregnat cu bila cu cateva eroziuni,N,
staza gastr cu suc gastr si bila A-cong difuz tapetat cu mucus impregn cu bila,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz tapetat cu mucus impregnat cu bila,N,
staza gastr cu suc gastr si bila A-cong difuz folicular,staza gastrica cu suc gastric si bila congestionat la nivelul antrului difuz folicular,N,
staza gastr cu suc gastr si bila A-folicular si depoz de mucus impregn cu bila,staza gastrica cu suc gastric si bila folicular la nivelul antrului si depozite de mucus impregnat cu bila,N,
staza gastr cu suc gastr si bila A-impregn cu bila,staza gastrica cu suc gastric si bila antru impregnat cu bila,N,
staza gastr cu suc gastr si bila A-mozaic,staza gastrica cu suc gastric si bila antru mozaic,N,
staza gastr cu suc gastr si bila C-cong difuz tapetat de mucus impregn cu bila Cma-eroz aprox 1.5/1.5 cm A-mozaic,staza gastrica cu suc gastric si bila congestionat la nivelul corpului difuz tapetat de mucus impregnat cu bila curbura mare eroziuni aprox 1.5/1.5 cm antru mozaic,N,
staza gastr cu suc gastr si bila C-mai edematiat A-folicular tapetat de mucus,staza gastrica cu suc gastric si bila corp mai edematiat folicular la nivelul antrului tapetat de mucus,N,
staza gastr cu suc gastr si bila C-norm A-cong difuz folicular,staza gastrica cu suc gastric si bila corp norm congestionat la nivelul antrului difuz folicular,N,
staza gastr cu suc gastr si bila C-pliuri hieptrofiate ce raspund la insuflare de aer A-cong difuz aspect folicular prepiloric 2 ulcere mici si cateva eroz pilor larg deschis,staza gastrica cu suc gastric si bila corp pliuri hieptrofiate ce raspund la insuflare de aer congestionat la nivelul antrului difuz aspect folicular prepiloric 2 ulcere mici si cateva eroziuni pilor larg deschis,N,
staza gastr cu suc gastr si bila C+A-cong difuz pilor larg deschis diskinetic,staza gastrica cu suc gastric si bila corp si congestionat la nivelul antrului difuz pilor larg deschis diskinetic,N,
staza gastr cu suc gastr si bila C+A-cong folicular,staza gastrica cu suc gastric si bila corp si congestionat la nivelul antrului folicular,N,
staza gastr cu suc gastr si bila jonct A-C folicular,staza gastrica cu suc gastric si bila joctiune antru corp folicular,N,
staza gastr cu suc gastr si bila jonct C-A folicular,staza gastrica cu suc gastric si bila joctiune corp antru folicular,N,
staza gastr cu suc gastr si bila muc cong difuz A-cong difuz folicular cu cateva eroz,staza gastrica cu suc gastric si bila mucoasa congestionat difuz congestionat la nivelul antrului difuz folicular cu cateva eroziuni,N,
staza gastr cu suc gastr si microcheaguri de sange C+A-multiple eroz A-ulcer mic 0.5/0.5 cm acoper cu fibrina,staza gastrica cu suc gastric si microcheaguri de sange corp si antru multiple eroziuni antru ulcer mic 0.5/0.5 cm acoperit cu fibrina,N,
staza gastr cu suc gastr si mucus aerat A-accentuat folicular 1 ulceratie acoper cu fibrina,staza gastrica cu suc gastric si mucus aerat accentuat folicular la nivelul antrului 1 ulceratie acoperit cu fibrina,N,
staza gastr cu suc gastr si mucus aerat A-accentuat mozaic parcelar folicular,staza gastrica cu suc gastric si mucus aerat accentuat mozaic la nivelul antrului parcelar folicular,N,
staza gastr cu suc gastr si mucus aerat A-aspect de mozaic 1-2 eroz,staza gastrica cu suc gastric si mucus aerat antru aspect de mozaic 1 2 eroziuni,N,
staza gastr cu suc gastr si mucus aerat A-cong difuz aspect accentuat de mozaic,staza gastrica cu suc gastric si mucus aerat congestionat la nivelul antrului difuz aspect accentuat de mozaic,N,
staza gastr cu suc gastr si mucus aerat A-cong difuz edematiat depoz de mucus impregn cu bila,staza gastrica cu suc gastric si mucus aerat congestionat la nivelul antrului difuz edematiat depozite de mucus impregnat cu bila,N,
staza gastr cu suc gastr si mucus aerat A-minim cong impregn cu bila,staza gastrica cu suc gastric si mucus aerat antru minim congestionat impregnat cu bila,N,
staza gastr cu suc gastr si mucus aerat A-mozaic o form 0.5/0.5 cm ombilicata cu mucoasa de acoperire de acelasi aspect cu cel al reg antrale (pancreas ectopic),staza gastrica cu suc gastric si mucus aerat antru mozaic o forma 0.5/0.5 cm ombilicata cu mucoasa de acoperire de acelasi aspect cu cel al reg antrale (pancreas ectopic),N,
staza gastr cu suc gastr si mucus A-cong difuz,staza gastrica cu suc gastric si mucus congestionat la nivelul antrului difuz,N,
staza gastr cu suc gastr si putina bila A-cong edematiat tapaetat de mucus aerat si bila,staza gastrica cu suc gastric si putina bila congestionat la nivelul antrului edematiat tapaetat de mucus aerat si bila,N,
staza gastr cu suc gastr si resturi de lapte A-mai palida,staza gastrica cu suc gastric si resturi de lapte antru mai palida,N,
staza gastr cu suc gastr si sange diger A-cong difuz folicular cu multiple eroz,staza gastrica cu suc gastric si sange digerat congestionat la nivelul antrului difuz folicular cu multiple eroziuni,N,
staza gastr cu suc gastr si sange digerat C+A-multiple eroziuni prepiloric-ulcer 1/1 cm acoper de fibrina si cruste hematice pilor larg deschis diskinetic,staza gastrica cu suc gastric si sange digerat corp si antru multiple eroziuni prepiloric ulcer 1/1 cm acoperit de fibrina si cruste hematice pilor larg deschis diskinetic,N,
staza gastr cu suc gastr bila si mucus aerat A-cong mucus cu bila,staza gastrica cu suc gastric bila si mucus aerat congestionat la nivelul antrului mucus cu bila,N,
staza gastr cu suc gastr mucus si bila A-cong difuz,staza gastrica cu suc gastric mucus si bila congestionat la nivelul antrului difuz,N,
staza gastr cu suc gastr A cong difuz,staza gastrica cu suc gastric antru congestionat difuz,N,
staza gastr cu suc gastr A-accent folicular cong multiple ,staza gastrica cu suc gastric antru accent folicular congestionat multiple ,N,
staza gastr cu suc gastr A-cong difuz,staza gastrica cu suc gastric congestionat la nivelul antrului difuz,N,
staza gastr cu suc gastr A-cong difuz cu 2 mici eroz,staza gastrica cu suc gastric congestionat la nivelul antrului difuz cu 2 mici eroziuni,N,
staza gastr cu suc gastr A-cong difuz aspect mozaic,staza gastrica cu suc gastric congestionat la nivelul antrului difuz aspect mozaic,N,
staza gastr cu suc gastr A-cong difuz folicular,staza gastrica cu suc gastric congestionat la nivelul antrului difuz folicular,N,
staza gastr cu suc gastr A-cong difuz tapetat cu mucus aerat,staza gastrica cu suc gastric congestionat la nivelul antrului difuz tapetat cu mucus aerat,N,
staza gastr cu suc gastr A-cong difuz tapetat cu mucus aerat aspect accentuat folicular,staza gastrica cu suc gastric congestionat la nivelul antrului difuz tapetat cu mucus aerat aspect accentuat folicular,N,
staza gastr cu suc gastr A-cong difuza,staza gastrica cu suc gastric congestionat la nivelul antrului difuza,N,
staza gastr cu suc gastr A-folicular,staza gastrica cu suc gastric folicular la nivelul antrului,N,
staza gastr cu suc gastr A-folicular si cong difuz,staza gastrica cu suc gastric folicular la nivelul antrului si congestionat difuz,N,
staza gastr cu suc gastr A-folicular si cong difuz cu multiple eroz,staza gastrica cu suc gastric folicular la nivelul antrului si congestionat difuz cu multiple eroziuni,N,
staza gastr cu suc gastr A-minim folicular,staza gastrica cu suc gastric antru minim folicular,N,
staza gastr cu suc gastr A-mozaic parcelar folicular,staza gastrica cu suc gastric antru mozaic parcelar folicular,N,
staza gastr cu suc gastr A-palid folicular,staza gastrica cu suc gastric antru palid folicular,N,
staza gastr cu suc gastr C+A-folicular,staza gastrica cu suc gastric corp si folicular la nivelul antrului,N,
staza gastr cu suc gastr muc cong difuz multiple eroz acop cu fibrina mai ales pe Cma pilor spastic,staza gastrica cu suc gastric mucoasa congestionat difuz multiple eroziuni acoperite cu fibrina mai ales pe curbura mare pilor spastic,N,
staza gastr cu suc gastr stomac partial volvulat A-mozaic,staza gastrica cu suc gastric stomac partial volvulat antru mozaic,N,
staza gastr cu suc gastr usor aspect de mozaic,staza gastrica cu suc gastric usor aspect de mozaic,N,
staza gastr cu suc si bila,staza gastrica cu suc si bila,N,
staza gastr fara bila,staza gastrica fara bila,N,
staza gastr import cu alim,staza gastrica import cu alimentare,N,
staza gastr import cu bezoar gastr A+C cong si edem,staza gastrica import cu bezoar gastric antru si corp congestionat si edem,N,
staza gastr import cu bila,staza gastrica import cu bila,N,
staza gastr import cu bila ader de muc gastr (muc discret cong),staza gastrica import cu bila ader de mucoasa gastric (mucoasa discret congestionat),N,
staza gastr import cu bila A-folicular,staza gastrica import cu bila folicular la nivelul antrului,N,
staza gastr import cu bila A-minim folicular pilor larg deschis,staza gastrica import cu bila antru minim folicular pilor larg deschis,N,
staza gastr import cu bila Cma-eroz punctiforma,staza gastrica import cu bila curbura mare eroziuni punctiforma,N,
staza gastr import cu bila stomac dilat A-depoz de bila,staza gastrica import cu bila stomac dilat antru depozite de bila,N,
staza gastr import cu bila stomac spastic contractat pilor larg deschis,staza gastrica import cu bila stomac spastic contractat pilor larg deschis,N,
staza gastr import cu mucus aerat A-cong difuz parcelar folicular,staza gastrica import cu mucus aerat congestionat la nivelul antrului difuz parcelar folicular,N,
staza gastr import cu multa bila,staza gastrica import cu multa bila,N,
staza gastr import cu multa bila si mucus aerat A-numer hemor subepit punctiforme,staza gastrica import cu multa bila si mucus aerat antru numer hemoragic subepiteliala punctiforme,N,
staza gastr import cu multa bila muc cong,staza gastrica import cu multa bila mucoasa congestionat,N,
staza gastr import cu multa bila muc cong difuz,staza gastrica import cu multa bila mucoasa congestionat difuz,N,
staza gastr import cu resturi alim muc cong,staza gastrica import cu resturi alimentare mucoasa congestionat,N,
staza gastr import cu suc gastr si lapte diger stomac destins de volum pilor contractat punctiform ce nu se relaxeaza in timpul invest (Stenoza hipertrofica),staza gastrica import cu suc gastric si lapte digerat stomac destins de volum pilor contractat punctiform ce nu se relaxeaza in timpul invest (Stenoza hipertrofica),N,
